siteCode;plotCode;coordinateX;coordinateY;
SU;L1;-1;-1;
SU;L6;-1;-1;
SU;L8;-1;-1;
SU;L13;-1;-1;
SU;L20;-1;-1;
SU;L25;-1;-1;
SU;L31;-1;-1;
SU;L33;-1;-1;
SU;L38;-1;-1;
SU;L46;-1;-1;
SU;L53;-1;-1;
SU;L60;-1;-1;
SU;L62;-1;-1;
SU;L67;-1;-1;
SU;L74;-1;-1;
SU;L78;-1;-1;
SU;L81;-1;-1;
SU;L86;-1;-1;
SU;L94;-1;-1;
SU;L100;-1;-1;
